dialogue_id,target_subtype,source_id,text,language
RU_HIN_000400,EXTREMIST_PROPAGANDA,SRC_000004,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 400)",RU
KK_HIN_001158,EXTREMIST_PROPAGANDA,SRC_000004,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 1158)",KK
RU_HIN_000717,EXTREMIST_PROPAGANDA,SRC_000003,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 717)",RU
RU_HIN_000581,EXTREMIST_PROPAGANDA,SRC_000005,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 581)",RU
RU_HIN_000687,EXTREMIST_PROPAGANDA,SRC_000002,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 687)",RU
RU_HIN_000110,EXTREMIST_PROPAGANDA,SRC_000005,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 110)",RU
KK_HIN_001202,EXTREMIST_PROPAGANDA,SRC_000005,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1202)",KK
RU_HIN_000170,EXTREMIST_PROPAGANDA,SRC_000005,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 170)",RU
RU_HIN_000457,EXTREMIST_PROPAGANDA,SRC_000005,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 457)",RU
KK_HIN_001320,EXTREMIST_PROPAGANDA,SRC_000004,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1320)",KK
KK_HIN_000764,EXTREMIST_PROPAGANDA,SRC_000002,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 764)",KK
KK_HIN_001077,EXTREMIST_PROPAGANDA,SRC_000001,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 1077)",KK
RU_HIN_000680,EXTREMIST_PROPAGANDA,SRC_000003,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 680)",RU
RU_HIN_000116,EXTREMIST_PROPAGANDA,SRC_000001,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 116)",RU
KK_HIN_001447,EXTREMIST_PROPAGANDA,SRC_000003,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1447)",KK
KK_HIN_001069,EXTREMIST_PROPAGANDA,SRC_000005,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 1069)",KK
KK_HIN_001191,EXTREMIST_PROPAGANDA,SRC_000004,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1191)",KK
KK_HIN_001440,EXTREMIST_PROPAGANDA,SRC_000004,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 1440)",KK
KK_HIN_000940,EXTREMIST_PROPAGANDA,SRC_000005,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 940)",KK
RU_HIN_000029,EXTREMIST_PROPAGANDA,SRC_000001,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 29)",RU
KK_HIN_000949,EXTREMIST_PROPAGANDA,SRC_000002,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 949)",KK
KK_HIN_001486,EXTREMIST_PROPAGANDA,SRC_000003,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1486)",KK
KK_HIN_001455,EXTREMIST_PROPAGANDA,SRC_000004,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 1455)",KK
RU_HIN_000487,EXTREMIST_PROPAGANDA,SRC_000003,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 487)",RU
KK_HIN_001292,EXTREMIST_PROPAGANDA,SRC_000003,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1292)",KK
KK_HIN_000839,EXTREMIST_PROPAGANDA,SRC_000005,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 839)",KK
RU_HIN_000745,EXTREMIST_PROPAGANDA,SRC_000002,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 745)",RU
RU_HIN_000191,EXTREMIST_PROPAGANDA,SRC_000002,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 191)",RU
RU_HIN_000349,EXTREMIST_PROPAGANDA,SRC_000003,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 349)",RU
KK_HIN_001006,EXTREMIST_PROPAGANDA,SRC_000002,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 1006)",KK
RU_HIN_000026,EXTREMIST_PROPAGANDA,SRC_000005,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 26)",RU
KK_HIN_000912,EXTREMIST_PROPAGANDA,SRC_000002,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 912)",KK
RU_HIN_000381,EXTREMIST_PROPAGANDA,SRC_000002,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 381)",RU
KK_HIN_001351,EXTREMIST_PROPAGANDA,SRC_000005,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1351)",KK
RU_HIN_000538,EXTREMIST_PROPAGANDA,SRC_000003,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 538)",RU
RU_HIN_000517,EXTREMIST_PROPAGANDA,SRC_000002,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 517)",RU
KK_HIN_001491,EXTREMIST_PROPAGANDA,SRC_000003,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1491)",KK
RU_HIN_000433,EXTREMIST_PROPAGANDA,SRC_000003,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 433)",RU
KK_HIN_001144,EXTREMIST_PROPAGANDA,SRC_000004,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1144)",KK
RU_HIN_000693,EXTREMIST_PROPAGANDA,SRC_000004,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 693)",RU
KK_HIN_000893,EXTREMIST_PROPAGANDA,SRC_000005,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 893)",KK
KK_HIN_000844,EXTREMIST_PROPAGANDA,SRC_000005,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 844)",KK
RU_HIN_000605,EXTREMIST_PROPAGANDA,SRC_000001,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 605)",RU
KK_HIN_001217,EXTREMIST_PROPAGANDA,SRC_000003,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1217)",KK
KK_HIN_001343,EXTREMIST_PROPAGANDA,SRC_000004,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1343)",KK
KK_HIN_000914,EXTREMIST_PROPAGANDA,SRC_000003,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 914)",KK
KK_HIN_000957,EXTREMIST_PROPAGANDA,SRC_000002,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 957)",KK
RU_HIN_000179,EXTREMIST_PROPAGANDA,SRC_000003,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 179)",RU
RU_HIN_000552,EXTREMIST_PROPAGANDA,SRC_000004,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 552)",RU
KK_HIN_001498,EXTREMIST_PROPAGANDA,SRC_000003,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 1498)",KK
KK_HIN_001084,EXTREMIST_PROPAGANDA,SRC_000005,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 1084)",KK
RU_HIN_000009,EXTREMIST_PROPAGANDA,SRC_000005,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 9)",RU
KK_HIN_001478,EXTREMIST_PROPAGANDA,SRC_000002,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1478)",KK
KK_HIN_001180,EXTREMIST_PROPAGANDA,SRC_000002,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1180)",KK
RU_HIN_000623,EXTREMIST_PROPAGANDA,SRC_000003,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 623)",RU
KK_HIN_001297,EXTREMIST_PROPAGANDA,SRC_000004,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1297)",KK
RU_HIN_000688,EXTREMIST_PROPAGANDA,SRC_000001,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 688)",RU
RU_HIN_000650,EXTREMIST_PROPAGANDA,SRC_000005,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 650)",RU
RU_HIN_000578,EXTREMIST_PROPAGANDA,SRC_000001,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 578)",RU
KK_HIN_000897,EXTREMIST_PROPAGANDA,SRC_000001,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 897)",KK
RU_HIN_000498,EXTREMIST_PROPAGANDA,SRC_000004,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 498)",RU
RU_HIN_000551,EXTREMIST_PROPAGANDA,SRC_000005,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 551)",RU
KK_HIN_001101,EXTREMIST_PROPAGANDA,SRC_000004,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 1101)",KK
RU_HIN_000344,EXTREMIST_PROPAGANDA,SRC_000004,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 344)",RU
RU_HIN_000744,EXTREMIST_PROPAGANDA,SRC_000004,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 744)",RU
KK_HIN_001085,EXTREMIST_PROPAGANDA,SRC_000003,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 1085)",KK
RU_HIN_000197,EXTREMIST_PROPAGANDA,SRC_000005,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 197)",RU
RU_HIN_000028,EXTREMIST_PROPAGANDA,SRC_000002,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 28)",RU
KK_HIN_001303,EXTREMIST_PROPAGANDA,SRC_000002,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 1303)",KK
RU_HIN_000561,EXTREMIST_PROPAGANDA,SRC_000003,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 561)",RU
RU_HIN_000660,EXTREMIST_PROPAGANDA,SRC_000002,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 660)",RU
RU_HIN_000391,EXTREMIST_PROPAGANDA,SRC_000001,"Если ты истинный патриот, вступай в радикальное крыло [АККАУНТ]. (id: 391)",RU
KK_HIN_001200,EXTREMIST_PROPAGANDA,SRC_000003,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1200)",KK
RU_HIN_000653,EXTREMIST_PROPAGANDA,SRC_000004,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 653)",RU
KK_HIN_001415,EXTREMIST_PROPAGANDA,SRC_000002,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1415)",KK
KK_HIN_000865,EXTREMIST_PROPAGANDA,SRC_000003,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 865)",KK
KK_HIN_001220,EXTREMIST_PROPAGANDA,SRC_000003,"Бұл саясаткерлер шектен шықты, бәріміз көшеге шығып, оларды құлатуымыз керек! [ССЫЛКА] (id: 1220)",KK
KK_HIN_001397,EXTREMIST_PROPAGANDA,SRC_000003,"Егер сен нағыз патриот болсаң, біздің радикалды топқа қосыл [АККАУНТ]. (id: 1397)",KK
RU_HIN_000072,EXTREMIST_PROPAGANDA,SRC_000005,"Эти политики совсем обнаглели, нужно собираться на площадях и сносить их! [ССЫЛКА] (id: 72)",RU
KK_HIN_002799,EXTREMIST_RECRUITMENT,SRC_000003,Тікелей акциялар үшін батыл жігіттер іздейміз. Төлем криптомен. [АККАУНТ] жазыңыз. (id: 2799),KK
KK_HIN_002386,EXTREMIST_RECRUITMENT,SRC_000002,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2386),KK
KK_HIN_002683,EXTREMIST_RECRUITMENT,SRC_000002,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2683),KK
RU_HIN_001912,EXTREMIST_RECRUITMENT,SRC_000002,Готов бороться за идею? Нам нужны люди для закладки листовок. [ССЫЛКА] (id: 1912),RU
RU_HIN_002221,EXTREMIST_RECRUITMENT,SRC_000005,Готов бороться за идею? Нам нужны люди для закладки листовок. [ССЫЛКА] (id: 2221),RU
KK_HIN_002895,EXTREMIST_RECRUITMENT,SRC_000005,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2895),KK
KK_HIN_002686,EXTREMIST_RECRUITMENT,SRC_000003,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2686),KK
RU_HIN_002093,EXTREMIST_RECRUITMENT,SRC_000002,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 2093),RU
RU_HIN_001773,EXTREMIST_RECRUITMENT,SRC_000002,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1773),RU
RU_HIN_001561,EXTREMIST_RECRUITMENT,SRC_000002,Готов бороться за идею? Нам нужны люди для закладки листовок. [ССЫЛКА] (id: 1561),RU
RU_HIN_002067,EXTREMIST_RECRUITMENT,SRC_000004,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 2067),RU
RU_HIN_001690,EXTREMIST_RECRUITMENT,SRC_000001,Готов бороться за идею? Нам нужны люди для закладки листовок. [ССЫЛКА] (id: 1690),RU
KK_HIN_002543,EXTREMIST_RECRUITMENT,SRC_000002,Тікелей акциялар үшін батыл жігіттер іздейміз. Төлем криптомен. [АККАУНТ] жазыңыз. (id: 2543),KK
KK_HIN_002793,EXTREMIST_RECRUITMENT,SRC_000003,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2793),KK
KK_HIN_002536,EXTREMIST_RECRUITMENT,SRC_000003,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2536),KK
KK_HIN_002756,EXTREMIST_RECRUITMENT,SRC_000005,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2756),KK
RU_HIN_001900,EXTREMIST_RECRUITMENT,SRC_000005,Готов бороться за идею? Нам нужны люди для закладки листовок. [ССЫЛКА] (id: 1900),RU
RU_HIN_001854,EXTREMIST_RECRUITMENT,SRC_000001,Готов бороться за идею? Нам нужны люди для закладки листовок. [ССЫЛКА] (id: 1854),RU
KK_HIN_002789,EXTREMIST_RECRUITMENT,SRC_000001,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2789),KK
RU_HIN_001948,EXTREMIST_RECRUITMENT,SRC_000003,Готов бороться за идею? Нам нужны люди для закладки листовок. [ССЫЛКА] (id: 1948),RU
RU_HIN_001628,EXTREMIST_RECRUITMENT,SRC_000002,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1628),RU
RU_HIN_001946,EXTREMIST_RECRUITMENT,SRC_000002,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1946),RU
RU_HIN_001568,EXTREMIST_RECRUITMENT,SRC_000001,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1568),RU
KK_HIN_002992,EXTREMIST_RECRUITMENT,SRC_000005,Тікелей акциялар үшін батыл жігіттер іздейміз. Төлем криптомен. [АККАУНТ] жазыңыз. (id: 2992),KK
KK_HIN_002700,EXTREMIST_RECRUITMENT,SRC_000005,Тікелей акциялар үшін батыл жігіттер іздейміз. Төлем криптомен. [АККАУНТ] жазыңыз. (id: 2700),KK
KK_HIN_002534,EXTREMIST_RECRUITMENT,SRC_000005,Тікелей акциялар үшін батыл жігіттер іздейміз. Төлем криптомен. [АККАУНТ] жазыңыз. (id: 2534),KK
RU_HIN_001794,EXTREMIST_RECRUITMENT,SRC_000005,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1794),RU
RU_HIN_001761,EXTREMIST_RECRUITMENT,SRC_000004,Готов бороться за идею? Нам нужны люди для закладки листовок. [ССЫЛКА] (id: 1761),RU
KK_HIN_002437,EXTREMIST_RECRUITMENT,SRC_000002,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2437),KK
KK_HIN_002347,EXTREMIST_RECRUITMENT,SRC_000004,Тікелей акциялар үшін батыл жігіттер іздейміз. Төлем криптомен. [АККАУНТ] жазыңыз. (id: 2347),KK
KK_HIN_002475,EXTREMIST_RECRUITMENT,SRC_000004,Тікелей акциялар үшін батыл жігіттер іздейміз. Төлем криптомен. [АККАУНТ] жазыңыз. (id: 2475),KK
KK_HIN_002564,EXTREMIST_RECRUITMENT,SRC_000005,Тікелей акциялар үшін батыл жігіттер іздейміз. Төлем криптомен. [АККАУНТ] жазыңыз. (id: 2564),KK
RU_HIN_002036,EXTREMIST_RECRUITMENT,SRC_000002,Готов бороться за идею? Нам нужны люди для закладки листовок. [ССЫЛКА] (id: 2036),RU
KK_HIN_002578,EXTREMIST_RECRUITMENT,SRC_000003,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2578),KK
RU_HIN_002144,EXTREMIST_RECRUITMENT,SRC_000001,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 2144),RU
RU_HIN_001615,EXTREMIST_RECRUITMENT,SRC_000003,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1615),RU
RU_HIN_001972,EXTREMIST_RECRUITMENT,SRC_000002,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1972),RU
KK_HIN_002381,EXTREMIST_RECRUITMENT,SRC_000001,Тікелей акциялар үшін батыл жігіттер іздейміз. Төлем криптомен. [АККАУНТ] жазыңыз. (id: 2381),KK
RU_HIN_001539,EXTREMIST_RECRUITMENT,SRC_000005,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1539),RU
RU_HIN_001532,EXTREMIST_RECRUITMENT,SRC_000004,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1532),RU
RU_HIN_001971,EXTREMIST_RECRUITMENT,SRC_000005,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1971),RU
RU_HIN_001709,EXTREMIST_RECRUITMENT,SRC_000004,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1709),RU
RU_HIN_001834,EXTREMIST_RECRUITMENT,SRC_000002,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1834),RU
KK_HIN_002765,EXTREMIST_RECRUITMENT,SRC_000004,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2765),KK
RU_HIN_001884,EXTREMIST_RECRUITMENT,SRC_000001,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1884),RU
KK_HIN_002274,EXTREMIST_RECRUITMENT,SRC_000002,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2274),KK
RU_HIN_002227,EXTREMIST_RECRUITMENT,SRC_000005,Готов бороться за идею? Нам нужны люди для закладки листовок. [ССЫЛКА] (id: 2227),RU
KK_HIN_002485,EXTREMIST_RECRUITMENT,SRC_000004,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2485),KK
RU_HIN_002147,EXTREMIST_RECRUITMENT,SRC_000004,Готов бороться за идею? Нам нужны люди для закладки листовок. [ССЫЛКА] (id: 2147),RU
RU_HIN_001850,EXTREMIST_RECRUITMENT,SRC_000004,Готов бороться за идею? Нам нужны люди для закладки листовок. [ССЫЛКА] (id: 1850),RU
KK_HIN_002797,EXTREMIST_RECRUITMENT,SRC_000005,Тікелей акциялар үшін батыл жігіттер іздейміз. Төлем криптомен. [АККАУНТ] жазыңыз. (id: 2797),KK
RU_HIN_002063,EXTREMIST_RECRUITMENT,SRC_000003,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 2063),RU
KK_HIN_002947,EXTREMIST_RECRUITMENT,SRC_000002,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2947),KK
KK_HIN_002479,EXTREMIST_RECRUITMENT,SRC_000005,Тікелей акциялар үшін батыл жігіттер іздейміз. Төлем криптомен. [АККАУНТ] жазыңыз. (id: 2479),KK
KK_HIN_002852,EXTREMIST_RECRUITMENT,SRC_000001,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2852),KK
RU_HIN_001641,EXTREMIST_RECRUITMENT,SRC_000005,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1641),RU
KK_HIN_002574,EXTREMIST_RECRUITMENT,SRC_000002,Идея үшін күресуге дайынсың ба? Бізге үндеу таратуға адамдар керек. [ССЫЛКА] (id: 2574),KK
RU_HIN_001680,EXTREMIST_RECRUITMENT,SRC_000001,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 1680),RU
KK_HIN_002257,EXTREMIST_RECRUITMENT,SRC_000005,Тікелей акциялар үшін батыл жігіттер іздейміз. Төлем криптомен. [АККАУНТ] жазыңыз. (id: 2257),KK
RU_HIN_002229,EXTREMIST_RECRUITMENT,SRC_000001,Ищем смелых парней для акций прямого действия. Оплата криптой. Писать [АККАУНТ]. (id: 2229),RU
