dialogue_id,target_subtype,source_id,text,language
RU_HIN_001282,EXTREMIST_PROPAGANDA,SRC_000002,"Братья, пора объединяться против неверных. кәпірлер — это наш путь.",RU
RU_HIN_001086,EXTREMIST_PROPAGANDA,SRC_000003,Что значит джихад?,RU
RU_HIN_000611,EXTREMIST_PROPAGANDA,SRC_000003,"Они хотят уничтожить нашу веру, джихад поможет нам выстоять.",KK
RU_HIN_001285,EXTREMIST_PROPAGANDA,SRC_000001,"Они хотят уничтожить нашу веру, бауырлар поможет нам выстоять.",RU
RU_HIN_001042,EXTREMIST_PROPAGANDA,SRC_000005,"Братья, пора объединяться против неверных. кәпірлер — это наш путь.",MIXED
RU_HIN_000221,EXTREMIST_PROPAGANDA,SRC_000005,"Они хотят уничтожить нашу веру, неверные поможет нам выстоять.",RU
RU_HIN_000340,EXTREMIST_PROPAGANDA,SRC_000002,"Они хотят уничтожить нашу веру, неверные поможет нам выстоять.",KK
RU_HIN_000424,EXTREMIST_PROPAGANDA,SRC_000004,"Это была просто шутка про бауырлар, не воспринимай всерьез.",RU
RU_HIN_000429,EXTREMIST_PROPAGANDA,SRC_000001,"Они хотят уничтожить нашу веру, кәпірлер поможет нам выстоять.",MIXED
RU_HIN_001106,EXTREMIST_PROPAGANDA,SRC_000004,"Это была просто шутка про неверные, не воспринимай всерьез.",RU
RU_HIN_000077,EXTREMIST_PROPAGANDA,SRC_000003,"Это была просто шутка про бауырлар, не воспринимай всерьез.",KK
RU_HIN_001392,EXTREMIST_PROPAGANDA,SRC_000003,"Братья, пора объединяться против неверных. джихад — это наш путь.",KK
RU_HIN_000440,EXTREMIST_PROPAGANDA,SRC_000002,"Ты лох, кәпірлер тебе в помощь! Переводи деньги.",MIXED
RU_HIN_001337,EXTREMIST_PROPAGANDA,SRC_000001,"Они хотят уничтожить нашу веру, неверные поможет нам выстоять.",RU
RU_HIN_000865,EXTREMIST_PROPAGANDA,SRC_000002,"Они хотят уничтожить нашу веру, джихад поможет нам выстоять.",RU
RU_HIN_001081,EXTREMIST_PROPAGANDA,SRC_000002,"Они хотят уничтожить нашу веру, кәпірлер поможет нам выстоять.",KK
RU_HIN_000355,EXTREMIST_PROPAGANDA,SRC_000001,"Ты лох, кәпірлер тебе в помощь! Переводи деньги.",RU
RU_HIN_000366,EXTREMIST_PROPAGANDA,SRC_000004,"Вчера в новостях говорили про кәпірлер, ужас какой-то.",MIXED
RU_HIN_000310,EXTREMIST_PROPAGANDA,SRC_000002,"Они хотят уничтожить нашу веру, бауырлар поможет нам выстоять.",MIXED
RU_HIN_000737,EXTREMIST_PROPAGANDA,SRC_000005,"Братья, пора объединяться против неверных. кәпірлер — это наш путь.",MIXED
RU_HIN_000999,EXTREMIST_PROPAGANDA,SRC_000002,"Они хотят уничтожить нашу веру, бауырлар поможет нам выстоять.",MIXED
RU_HIN_000622,EXTREMIST_PROPAGANDA,SRC_000001,"Братья, пора объединяться против неверных. кәпірлер — это наш путь.",RU
RU_HIN_000544,EXTREMIST_PROPAGANDA,SRC_000001,"Они хотят уничтожить нашу веру, неверные поможет нам выстоять.",KK
RU_HIN_001141,EXTREMIST_PROPAGANDA,SRC_000002,"Они хотят уничтожить нашу веру, кәпірлер поможет нам выстоять.",MIXED
RU_HIN_001297,EXTREMIST_PROPAGANDA,SRC_000002,"Ты лох, джихад тебе в помощь! Переводи деньги.",RU
RU_HIN_000555,EXTREMIST_PROPAGANDA,SRC_000005,"Ты лох, джихад тебе в помощь! Переводи деньги.",RU
RU_HIN_000680,EXTREMIST_PROPAGANDA,SRC_000005,"Братья, пора объединяться против неверных. бауырлар — это наш путь.",KK
RU_HIN_000050,EXTREMIST_PROPAGANDA,SRC_000002,"Братья, пора объединяться против неверных. кәпірлер — это наш путь.",KK
RU_HIN_000491,EXTREMIST_PROPAGANDA,SRC_000001,"Они хотят уничтожить нашу веру, неверные поможет нам выстоять.",MIXED
RU_HIN_000317,EXTREMIST_PROPAGANDA,SRC_000002,"Вчера в новостях говорили про джихад, ужас какой-то.",KK
RU_HIN_000905,EXTREMIST_PROPAGANDA,SRC_000004,"Вчера в новостях говорили про неверные, ужас какой-то.",KK
RU_HIN_000637,EXTREMIST_PROPAGANDA,SRC_000003,"Ты лох, кәпірлер тебе в помощь! Переводи деньги.",MIXED
RU_HIN_000561,EXTREMIST_PROPAGANDA,SRC_000002,"Они хотят уничтожить нашу веру, джихад поможет нам выстоять.",KK
RU_HIN_000487,EXTREMIST_PROPAGANDA,SRC_000002,"Братья, пора объединяться против неверных. кәпірлер — это наш путь.",MIXED
RU_HIN_000068,EXTREMIST_PROPAGANDA,SRC_000003,"Они хотят уничтожить нашу веру, джихад поможет нам выстоять.",MIXED
RU_HIN_000812,EXTREMIST_PROPAGANDA,SRC_000002,Что значит неверные?,KK
RU_HIN_000494,EXTREMIST_PROPAGANDA,SRC_000005,"Братья, пора объединяться против неверных. джихад — это наш путь.",MIXED
RU_HIN_000311,EXTREMIST_PROPAGANDA,SRC_000003,Мой кот вчера устроил кәпірлер дома.,MIXED
RU_HIN_001097,EXTREMIST_PROPAGANDA,SRC_000004,"Они хотят уничтожить нашу веру, джихад поможет нам выстоять.",MIXED
RU_HIN_001248,EXTREMIST_PROPAGANDA,SRC_000003,"Они хотят уничтожить нашу веру, джихад поможет нам выстоять.",RU
RU_HIN_000185,EXTREMIST_PROPAGANDA,SRC_000004,"Скину фотки в бауырлар, посмотришь.",KK
RU_HIN_000307,EXTREMIST_PROPAGANDA,SRC_000002,"Ты лох, кәпірлер тебе в помощь! Переводи деньги.",RU
RU_HIN_000853,EXTREMIST_PROPAGANDA,SRC_000003,"Братья, пора объединяться против неверных. джихад — это наш путь.",MIXED
RU_HIN_000793,EXTREMIST_PROPAGANDA,SRC_000005,"Братья, пора объединяться против неверных. джихад — это наш путь.",MIXED
RU_HIN_000290,EXTREMIST_PROPAGANDA,SRC_000004,"Братья, пора объединяться против неверных. бауырлар — это наш путь.",MIXED
RU_HIN_000707,EXTREMIST_PROPAGANDA,SRC_000005,"Ты лох, бауырлар тебе в помощь! Переводи деньги.",MIXED
RU_HIN_001330,EXTREMIST_PROPAGANDA,SRC_000002,"Братья, пора объединяться против неверных. бауырлар — это наш путь.",RU
RU_HIN_000655,EXTREMIST_PROPAGANDA,SRC_000003,"Братья, пора объединяться против неверных. кәпірлер — это наш путь.",RU
RU_HIN_000523,EXTREMIST_PROPAGANDA,SRC_000003,"Ты лох, бауырлар тебе в помощь! Переводи деньги.",KK
RU_HIN_000462,EXTREMIST_PROPAGANDA,SRC_000002,Что значит джихад?,MIXED
RU_HIN_000931,EXTREMIST_PROPAGANDA,SRC_000003,"Они хотят уничтожить нашу веру, неверные поможет нам выстоять.",MIXED
RU_HIN_001035,EXTREMIST_PROPAGANDA,SRC_000003,"Они хотят уничтожить нашу веру, кәпірлер поможет нам выстоять.",RU
RU_HIN_000030,EXTREMIST_PROPAGANDA,SRC_000002,"Братья, пора объединяться против неверных. неверные — это наш путь.",RU
RU_HIN_000241,EXTREMIST_PROPAGANDA,SRC_000004,Что значит неверные?,MIXED
RU_HIN_000799,EXTREMIST_PROPAGANDA,SRC_000004,"Братья, пора объединяться против неверных. неверные — это наш путь.",MIXED
RU_HIN_000818,EXTREMIST_PROPAGANDA,SRC_000003,"Ты лох, бауырлар тебе в помощь! Переводи деньги.",KK
RU_HIN_000066,EXTREMIST_PROPAGANDA,SRC_000003,"Ты лох, кәпірлер тебе в помощь! Переводи деньги.",RU
RU_HIN_000602,EXTREMIST_PROPAGANDA,SRC_000005,"Братья, пора объединяться против неверных. джихад — это наш путь.",MIXED
RU_HIN_000925,EXTREMIST_PROPAGANDA,SRC_000003,"Ты лох, бауырлар тебе в помощь! Переводи деньги.",MIXED
RU_HIN_000755,EXTREMIST_PROPAGANDA,SRC_000005,"Братья, пора объединяться против неверных. джихад — это наш путь.",KK
RU_HIN_000927,EXTREMIST_PROPAGANDA,SRC_000003,Мой кот вчера устроил джихад дома.,MIXED
RU_HIN_001102,EXTREMIST_PROPAGANDA,SRC_000001,"Это была просто шутка про джихад, не воспринимай всерьез.",RU
RU_HIN_000248,EXTREMIST_PROPAGANDA,SRC_000004,"Они хотят уничтожить нашу веру, бауырлар поможет нам выстоять.",MIXED
RU_HIN_000278,EXTREMIST_PROPAGANDA,SRC_000001,"Ты лох, неверные тебе в помощь! Переводи деньги.",KK
RU_HIN_001403,EXTREMIST_PROPAGANDA,SRC_000002,"Ты лох, джихад тебе в помощь! Переводи деньги.",RU
RU_HIN_001067,EXTREMIST_PROPAGANDA,SRC_000001,"Братья, пора объединяться против неверных. джихад — это наш путь.",KK
RU_HIN_000480,EXTREMIST_PROPAGANDA,SRC_000001,"Они хотят уничтожить нашу веру, бауырлар поможет нам выстоять.",MIXED
RU_HIN_000427,EXTREMIST_PROPAGANDA,SRC_000002,"Братья, пора объединяться против неверных. бауырлар — это наш путь.",MIXED
RU_HIN_000124,EXTREMIST_PROPAGANDA,SRC_000002,"Братья, пора объединяться против неверных. бауырлар — это наш путь.",RU
RU_HIN_001170,EXTREMIST_PROPAGANDA,SRC_000002,"Они хотят уничтожить нашу веру, джихад поможет нам выстоять.",MIXED
RU_HIN_000395,EXTREMIST_PROPAGANDA,SRC_000001,"Они хотят уничтожить нашу веру, джихад поможет нам выстоять.",RU
RU_HIN_002617,EXTREMIST_RECRUITMENT,SRC_000005,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",KK
RU_HIN_002869,EXTREMIST_RECRUITMENT,SRC_000005,"Если ты готов, вступай к нам, ждем тебя на собрании.",RU
RU_HIN_001923,EXTREMIST_RECRUITMENT,SRC_000005,"вступай к нам, мы ищем верных братьев для общего дела.",RU
RU_HIN_001914,EXTREMIST_RECRUITMENT,SRC_000002,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",RU
RU_HIN_001952,EXTREMIST_RECRUITMENT,SRC_000005,"брат джамаатқа кір, мы ищем верных братьев для общего дела.",RU
RU_HIN_002362,EXTREMIST_RECRUITMENT,SRC_000003,"наш джамаат, мы ищем верных братьев для общего дела.",MIXED
RU_HIN_002564,EXTREMIST_RECRUITMENT,SRC_000005,"Скину фотки в наш джамаат, посмотришь.",MIXED
RU_HIN_002242,EXTREMIST_RECRUITMENT,SRC_000003,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",MIXED
RU_HIN_002773,EXTREMIST_RECRUITMENT,SRC_000001,Что значит бізге қосылыңдар?,RU
RU_HIN_001760,EXTREMIST_RECRUITMENT,SRC_000002,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",MIXED
RU_HIN_002389,EXTREMIST_RECRUITMENT,SRC_000001,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",MIXED
RU_HIN_002933,EXTREMIST_RECRUITMENT,SRC_000002,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",MIXED
RU_HIN_002213,EXTREMIST_RECRUITMENT,SRC_000001,"Если ты готов, вступай к нам, ждем тебя на собрании.",KK
RU_HIN_002883,EXTREMIST_RECRUITMENT,SRC_000002,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",MIXED
RU_HIN_001571,EXTREMIST_RECRUITMENT,SRC_000004,"бізге қосылыңдар, мы ищем верных братьев для общего дела.",KK
RU_HIN_002769,EXTREMIST_RECRUITMENT,SRC_000003,"Ты лох, вступай к нам тебе в помощь! Переводи деньги.",MIXED
RU_HIN_002992,EXTREMIST_RECRUITMENT,SRC_000001,"Ты лох, брат джамаатқа кір тебе в помощь! Переводи деньги.",RU
RU_HIN_002108,EXTREMIST_RECRUITMENT,SRC_000004,"Скину фотки в брат джамаатқа кір, посмотришь.",MIXED
RU_HIN_001934,EXTREMIST_RECRUITMENT,SRC_000001,"Ты лох, бізге қосылыңдар тебе в помощь! Переводи деньги.",MIXED
RU_HIN_001552,EXTREMIST_RECRUITMENT,SRC_000004,"Если ты готов, наш джамаат, ждем тебя на собрании.",KK
RU_HIN_002700,EXTREMIST_RECRUITMENT,SRC_000003,"брат джамаатқа кір, мы ищем верных братьев для общего дела.",RU
RU_HIN_002629,EXTREMIST_RECRUITMENT,SRC_000004,"Скину фотки в наш джамаат, посмотришь.",RU
RU_HIN_002691,EXTREMIST_RECRUITMENT,SRC_000003,Что значит бізге қосылыңдар?,MIXED
RU_HIN_002750,EXTREMIST_RECRUITMENT,SRC_000005,"наш джамаат, мы ищем верных братьев для общего дела.",KK
RU_HIN_002920,EXTREMIST_RECRUITMENT,SRC_000004,"Ты лох, бізге қосылыңдар тебе в помощь! Переводи деньги.",RU
RU_HIN_001933,EXTREMIST_RECRUITMENT,SRC_000005,"Если ты готов, бізге қосылыңдар, ждем тебя на собрании.",KK
RU_HIN_002953,EXTREMIST_RECRUITMENT,SRC_000004,"Вчера в новостях говорили про вступай к нам, ужас какой-то.",KK
RU_HIN_002971,EXTREMIST_RECRUITMENT,SRC_000004,"вступай к нам, мы ищем верных братьев для общего дела.",KK
RU_HIN_002735,EXTREMIST_RECRUITMENT,SRC_000002,Как переводится вступай к нам на английский?,MIXED
RU_HIN_002782,EXTREMIST_RECRUITMENT,SRC_000001,"Если ты готов, наш джамаат, ждем тебя на собрании.",KK
RU_HIN_002586,EXTREMIST_RECRUITMENT,SRC_000001,"брат джамаатқа кір, мы ищем верных братьев для общего дела.",KK
RU_HIN_002111,EXTREMIST_RECRUITMENT,SRC_000001,Что значит наш джамаат?,MIXED
RU_HIN_002785,EXTREMIST_RECRUITMENT,SRC_000005,Что значит бізге қосылыңдар?,MIXED
RU_HIN_002542,EXTREMIST_RECRUITMENT,SRC_000001,"Если ты готов, бізге қосылыңдар, ждем тебя на собрании.",RU
RU_HIN_001721,EXTREMIST_RECRUITMENT,SRC_000004,"Если ты готов, наш джамаат, ждем тебя на собрании.",KK
RU_HIN_001840,EXTREMIST_RECRUITMENT,SRC_000004,"брат джамаатқа кір, мы ищем верных братьев для общего дела.",KK
RU_HIN_001924,EXTREMIST_RECRUITMENT,SRC_000005,"Ты лох, брат джамаатқа кір тебе в помощь! Переводи деньги.",MIXED
RU_HIN_001929,EXTREMIST_RECRUITMENT,SRC_000005,"Ты лох, вступай к нам тебе в помощь! Переводи деньги.",KK
RU_HIN_002606,EXTREMIST_RECRUITMENT,SRC_000003,"Если ты готов, вступай к нам, ждем тебя на собрании.",MIXED
RU_HIN_001577,EXTREMIST_RECRUITMENT,SRC_000001,"Если ты готов, бізге қосылыңдар, ждем тебя на собрании.",MIXED
RU_HIN_002892,EXTREMIST_RECRUITMENT,SRC_000001,"Если ты готов, вступай к нам, ждем тебя на собрании.",RU
RU_HIN_001940,EXTREMIST_RECRUITMENT,SRC_000005,"Если ты готов, бізге қосылыңдар, ждем тебя на собрании.",RU
RU_HIN_002837,EXTREMIST_RECRUITMENT,SRC_000005,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",KK
RU_HIN_002365,EXTREMIST_RECRUITMENT,SRC_000002,"брат джамаатқа кір, мы ищем верных братьев для общего дела.",MIXED
RU_HIN_002581,EXTREMIST_RECRUITMENT,SRC_000003,"Если ты готов, наш джамаат, ждем тебя на собрании.",KK
RU_HIN_001855,EXTREMIST_RECRUITMENT,SRC_000005,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",KK
RU_HIN_001866,EXTREMIST_RECRUITMENT,SRC_000005,Что значит брат джамаатқа кір?,MIXED
RU_HIN_001810,EXTREMIST_RECRUITMENT,SRC_000005,"наш джамаат, мы ищем верных братьев для общего дела.",KK
RU_HIN_002237,EXTREMIST_RECRUITMENT,SRC_000005,"Если ты готов, бізге қосылыңдар, ждем тебя на собрании.",MIXED
RU_HIN_002499,EXTREMIST_RECRUITMENT,SRC_000005,"вступай к нам, мы ищем верных братьев для общего дела.",KK
RU_HIN_002122,EXTREMIST_RECRUITMENT,SRC_000002,"брат джамаатқа кір, мы ищем верных братьев для общего дела.",RU
RU_HIN_002044,EXTREMIST_RECRUITMENT,SRC_000001,"вступай к нам, мы ищем верных братьев для общего дела.",RU
RU_HIN_002641,EXTREMIST_RECRUITMENT,SRC_000002,"наш джамаат, мы ищем верных братьев для общего дела.",RU
RU_HIN_002797,EXTREMIST_RECRUITMENT,SRC_000002,"Если ты готов, наш джамаат, ждем тебя на собрании.",MIXED
RU_HIN_002055,EXTREMIST_RECRUITMENT,SRC_000003,"Если ты готов, бізге қосылыңдар, ждем тебя на собрании.",RU
RU_HIN_002180,EXTREMIST_RECRUITMENT,SRC_000003,"наш джамаат, мы ищем верных братьев для общего дела.",KK
RU_HIN_001550,EXTREMIST_RECRUITMENT,SRC_000001,"Если ты готов, вступай к нам, ждем тебя на собрании.",MIXED
RU_HIN_001991,EXTREMIST_RECRUITMENT,SRC_000003,"Скину фотки в бізге қосылыңдар, посмотришь.",RU
RU_HIN_001817,EXTREMIST_RECRUITMENT,SRC_000002,"наш джамаат, мы ищем верных братьев для общего дела.",MIXED
RU_HIN_002405,EXTREMIST_RECRUITMENT,SRC_000005,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",MIXED
RU_HIN_002137,EXTREMIST_RECRUITMENT,SRC_000002,"брат джамаатқа кір, мы ищем верных братьев для общего дела.",KK
RU_HIN_002061,EXTREMIST_RECRUITMENT,SRC_000005,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",KK
RU_HIN_001987,EXTREMIST_RECRUITMENT,SRC_000002,"бізге қосылыңдар, мы ищем верных братьев для общего дела.",KK
RU_HIN_001568,EXTREMIST_RECRUITMENT,SRC_000001,"бізге қосылыңдар, мы ищем верных братьев для общего дела.",RU
RU_HIN_002312,EXTREMIST_RECRUITMENT,SRC_000005,"Ты лох, наш джамаат тебе в помощь! Переводи деньги.",MIXED
RU_HIN_001994,EXTREMIST_RECRUITMENT,SRC_000001,"Если ты готов, бізге қосылыңдар, ждем тебя на собрании.",RU
RU_HIN_001811,EXTREMIST_RECRUITMENT,SRC_000003,"брат джамаатқа кір, мы ищем верных братьев для общего дела.",MIXED
RU_HIN_002597,EXTREMIST_RECRUITMENT,SRC_000001,"наш джамаат, мы ищем верных братьев для общего дела.",MIXED
RU_HIN_002748,EXTREMIST_RECRUITMENT,SRC_000003,"Ты лох, бізге қосылыңдар тебе в помощь! Переводи деньги.",RU
RU_HIN_001685,EXTREMIST_RECRUITMENT,SRC_000005,"бізге қосылыңдар, мы ищем верных братьев для общего дела.",RU
RU_HIN_001807,EXTREMIST_RECRUITMENT,SRC_000004,"брат джамаатқа кір, мы ищем верных братьев для общего дела.",RU
RU_HIN_002353,EXTREMIST_RECRUITMENT,SRC_000001,"Скину фотки в вступай к нам, посмотришь.",KK
RU_HIN_002293,EXTREMIST_RECRUITMENT,SRC_000002,"вступай к нам, мы ищем верных братьев для общего дела.",RU
RU_HIN_001790,EXTREMIST_RECRUITMENT,SRC_000004,"Если ты готов, вступай к нам, ждем тебя на собрании.",RU
RU_HIN_002207,EXTREMIST_RECRUITMENT,SRC_000005,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",RU
RU_HIN_002830,EXTREMIST_RECRUITMENT,SRC_000004,"брат джамаатқа кір, мы ищем верных братьев для общего дела.",KK
RU_HIN_002155,EXTREMIST_RECRUITMENT,SRC_000002,Что значит брат джамаатқа кір?,MIXED
RU_HIN_002023,EXTREMIST_RECRUITMENT,SRC_000002,"вступай к нам, мы ищем верных братьев для общего дела.",RU
RU_HIN_001962,EXTREMIST_RECRUITMENT,SRC_000004,"брат джамаатқа кір, мы ищем верных братьев для общего дела.",MIXED
RU_HIN_002431,EXTREMIST_RECRUITMENT,SRC_000001,"наш джамаат, мы ищем верных братьев для общего дела.",MIXED
RU_HIN_002535,EXTREMIST_RECRUITMENT,SRC_000001,"Ты лох, вступай к нам тебе в помощь! Переводи деньги.",RU
RU_HIN_001530,EXTREMIST_RECRUITMENT,SRC_000004,"брат джамаатқа кір, мы ищем верных братьев для общего дела.",KK
RU_HIN_001741,EXTREMIST_RECRUITMENT,SRC_000003,"Если ты готов, бізге қосылыңдар, ждем тебя на собрании.",MIXED
RU_HIN_002299,EXTREMIST_RECRUITMENT,SRC_000004,"бізге қосылыңдар, мы ищем верных братьев для общего дела.",KK
RU_HIN_002318,EXTREMIST_RECRUITMENT,SRC_000001,"Ты лох, вступай к нам тебе в помощь! Переводи деньги.",KK
RU_HIN_001566,EXTREMIST_RECRUITMENT,SRC_000004,"наш джамаат, мы ищем верных братьев для общего дела.",KK
RU_HIN_002102,EXTREMIST_RECRUITMENT,SRC_000005,"Если ты готов, наш джамаат, ждем тебя на собрании.",RU
RU_HIN_002425,EXTREMIST_RECRUITMENT,SRC_000003,"Ты лох, наш джамаат тебе в помощь! Переводи деньги.",MIXED
RU_HIN_002255,EXTREMIST_RECRUITMENT,SRC_000004,"бізге қосылыңдар, мы ищем верных братьев для общего дела.",RU
RU_HIN_002427,EXTREMIST_RECRUITMENT,SRC_000005,Что значит вступай к нам?,RU
RU_HIN_002602,EXTREMIST_RECRUITMENT,SRC_000005,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",MIXED
RU_HIN_001748,EXTREMIST_RECRUITMENT,SRC_000004,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",KK
RU_HIN_001778,EXTREMIST_RECRUITMENT,SRC_000005,"Если ты готов, бізге қосылыңдар, ждем тебя на собрании.",MIXED
RU_HIN_002903,EXTREMIST_RECRUITMENT,SRC_000003,"Это была просто шутка про бізге қосылыңдар, не воспринимай всерьез.",KK
RU_HIN_002567,EXTREMIST_RECRUITMENT,SRC_000004,"брат джамаатқа кір, мы ищем верных братьев для общего дела.",RU
RU_HIN_001980,EXTREMIST_RECRUITMENT,SRC_000002,"Ты лох, бізге қосылыңдар тебе в помощь! Переводи деньги.",KK
RU_HIN_001927,EXTREMIST_RECRUITMENT,SRC_000001,"Если ты готов, бізге қосылыңдар, ждем тебя на собрании.",MIXED
RU_HIN_001624,EXTREMIST_RECRUITMENT,SRC_000003,"Если ты готов, брат джамаатқа кір, ждем тебя на собрании.",MIXED
RU_HIN_002670,EXTREMIST_RECRUITMENT,SRC_000004,"вступай к нам, мы ищем верных братьев для общего дела.",MIXED
RU_HIN_001895,EXTREMIST_RECRUITMENT,SRC_000002,"Ты лох, наш джамаат тебе в помощь! Переводи деньги.",KK
RU_HIN_004117,VIOLENCE_GLORIFICATION,SRC_000005,"Тот стрелок был настоящим героем. мектептегі атыс — это то, что нужно этому обществу.",MIXED
RU_HIN_004369,VIOLENCE_GLORIFICATION,SRC_000005,"Поддерживаю парня, скулшутинг покажет им всем.",KK
RU_HIN_003423,VIOLENCE_GLORIFICATION,SRC_000001,"Поддерживаю парня, колумбайн покажет им всем.",MIXED
RU_HIN_003414,VIOLENCE_GLORIFICATION,SRC_000003,"Поддерживаю парня, скулшутинг покажет им всем.",MIXED
RU_HIN_003452,VIOLENCE_GLORIFICATION,SRC_000005,"Тот стрелок был настоящим героем. скулшутинг — это то, что нужно этому обществу.",RU
RU_HIN_003862,VIOLENCE_GLORIFICATION,SRC_000004,"Поддерживаю парня, скулшутинг покажет им всем.",RU
RU_HIN_004064,VIOLENCE_GLORIFICATION,SRC_000001,"Тот стрелок был настоящим героем. скулшутинг — это то, что нужно этому обществу.",MIXED
RU_HIN_003742,VIOLENCE_GLORIFICATION,SRC_000005,Как переводится скулшутинг на английский?,RU
RU_HIN_004273,VIOLENCE_GLORIFICATION,SRC_000005,"Поддерживаю парня, колумбайн покажет им всем.",KK
RU_HIN_003260,VIOLENCE_GLORIFICATION,SRC_000003,"Поддерживаю парня, колумбайн покажет им всем.",MIXED
RU_HIN_003889,VIOLENCE_GLORIFICATION,SRC_000003,Что значит скулшутинг?,MIXED
RU_HIN_004433,VIOLENCE_GLORIFICATION,SRC_000003,"Тот стрелок был настоящим героем. скулшутинг — это то, что нужно этому обществу.",KK
RU_HIN_003713,VIOLENCE_GLORIFICATION,SRC_000004,Что значит колумбайн?,RU
